ID,MonthlyIncome
871,5801.025885472188
872,2791.8812125812005
873,8850.715438314786
874,2778.557969830988
875,3110.713260090044
876,4687.59256692169
877,6095.383634251022
878,2157.304160397055
879,3512.5934028887095
880,12369.268337751646
881,9402.730070557524
882,3089.8213478137413
883,5556.960706579296
884,5249.275717410699
885,6587.0349224428555
886,6399.109541931716
887,7067.866333411258
888,7589.50865027549
889,3499.458047848991
890,3314.9400923924295
891,3371.331410332205
892,6351.7256364731065
893,6299.2716864124495
894,5562.723961393762
895,9874.119752960398
896,9053.97503746718
897,6792.141501462327
898,16546.581267190017
899,6569.987423454652
900,2954.0223803970584
901,2958.27048005658
902,6753.529400327031
903,8011.504603908277
904,3229.844204826159
905,17843.99602366993
906,4886.042176516371
907,8800.319388942342
908,7921.0547342646105
909,2149.489312501429
910,1847.409415651729
911,11769.67231679726
912,3480.339922253896
913,3089.8213478137413
914,14385.853418549017
915,7904.650910745318
916,2797.345947115305
917,2403.015345804433
918,5251.99711455454
919,1982.109591472596
920,3672.7950250014455
921,2795.341708473044
922,1838.5917089638956
923,3367.4404845483186
924,3915.2619848202194
925,19996.030676553273
926,3483.1706264699947
927,6576.8011231015735
928,10889.181284524933
929,1851.0261347307105
930,3243.2657897243544
931,7564.610560422731
932,8564.37722019071
933,6546.1950089374495
934,2358.305178709473
935,1852.946569059235
936,2610.5036445786727
937,8160.394716595222
938,10416.389285110374
939,4294.506848424957
940,1982.109591472596
941,4010.5550962472466
942,6771.05307305648
943,9339.593821397348
944,6382.5483272106485
945,1534.8838375299094
946,5770.575421372099
947,1989.316183817707
948,2405.508158141042
949,3660.753957119559
950,6051.315648483451
951,3490.8122720421943
952,6073.30967836971
953,6316.583436692309
954,2958.27048005658
955,3362.207976764475
956,3771.4704006298425
957,13484.668972177029
958,3497.6445809222428
959,8496.55794614445
960,13861.327168688576
961,2964.7608901384124
962,3371.331410332205
963,7455.032139890385
964,4175.748958163082
965,2159.797243277894
966,12375.680270140503
967,2797.6762990375555
968,6563.180781865889
969,19193.40250152323
970,2792.9990195037435
971,5849.331608018018
972,6833.152933781983
973,2790.104819789217
974,1858.9393732220713
975,6846.357774895534
976,2612.165730580449
977,8481.559928755345
978,2949.432072900816
979,10291.640391801817
980,17035.255197585968
981,3164.4405637697846
982,7517.710553889572
983,2920.1804031882198
984,3000.0702491386396
985,6085.913561982896
986,3253.752742182684
987,1857.0127311705032
988,5834.1930236992475
989,11075.689783236587
990,2399.2809681103304
991,4293.823577028048
992,2804.937069497393
993,4195.273969297448
994,5214.025586519351
995,5531.099848714825
996,4129.178638804264
997,2390.589963840987
998,12350.05246451223
999,6992.540055299802
1000,1841.4537615050274
1001,4602.509780149128
1002,2967.589065762494
1003,3508.9538021041
1004,10838.509924077202
1005,3479.9723928655617
1006,6338.571348387155
1007,2318.4638668875773
1008,6808.407642245709
1009,17770.170959799318
1010,4069.2594893360956
1011,10280.978628259407
1012,3732.7288855424777
1013,7201.432158618402
1014,3610.3093876891526
1015,6351.7256364731065
1016,3224.825437973158
1017,3479.561503645649
1018,6566.583220860127
1019,7010.683807423132
1020,1433.5313135603096
1021,6302.537332312905
1022,5822.110365882234
1023,3101.4195544521103
1024,9376.008606481217
1025,16555.158443479762
1026,16572.326135893545
1027,3798.938428006306
1028,5254.719922291425
1029,4908.887589028931
1030,5326.75837313755
1031,4888.575297315512
1032,3913.233104174066
1033,8284.162079094596
1034,1853.1654322106883
1035,3599.0985451861293
1036,1858.9393732220713
1037,5568.493192340078
1038,4583.464978844734
1039,8232.801497878518
1040,7067.866333411258
1041,2952.1428588359436
1042,2958.6198295330305
1043,6563.180781865889
1044,8061.484785427032
1045,2799.12694850754
1046,1845.2767593438416
1047,7573.791343529004
1048,13638.944665927
1049,3262.196738572201
1050,5825.128682780416
1051,13094.210433057588
1052,3236.5480422144587
1053,6296.97131673662
1054,2966.298145256076
1055,2967.836197185548
1056,2961.3390569576886
1057,7243.882231386274
1058,16816.89038348063
1059,4915.602637208102
1060,2966.298145256076
1061,3792.792333306159
1062,8254.162933178655
1063,7859.459542593341
1064,2579.541393868999
1065,7175.286835517601
1066,2797.345947115305
1067,4456.998447544312
1068,19309.838738161583
1069,5232.97691610445
1070,2766.5100948282397
1071,2998.515497855445
1072,9382.610726724473
1073,2318.4638668875773
1074,6836.695308559145
1075,5479.738560164577
1076,18320.692655065202
1077,17770.170959799318
1078,3499.458047848991
1079,3501.685907010974
1080,4371.391115020914
1081,3240.2877725768644
1082,2604.0534958492726
1083,1987.2544892749363
1084,7560.69107778806
1085,8537.787115415433
1086,8353.476682132792
1087,5551.203421706236
1088,2950.9613825691913
1089,2961.6887686875216
1090,5562.723961393762
1091,5843.271466997347
1092,7556.773625702531
1093,8542.213060283566
1094,5810.052727052471
1095,5782.551146800576
1096,7921.0547342646105
1097,4212.389445865953
1098,3323.5428307218663
1099,3243.2657897243544
1100,8542.213060283566
1101,16563.740065612794
1102,6073.30967836971
1103,7179.073140350877
1104,10162.633081813672
1105,3247.0132798370355
1106,3258.8165143833976
1107,3394.12614482603
1108,3911.205274621198
1109,5849.331608018018
1110,5539.706737054586
1111,7851.317184773824
1112,14200.67387639514
1113,14747.04563444248
1114,8003.204748262161
1115,9366.29531186567
1116,3262.196738572201
1117,10492.240147724655
1118,3504.90409046929
1119,9176.643697181975
1120,3480.0978938371136
1121,8310.295774797334
1122,18061.699307987255
1123,3510.773130986273
1124,16799.469356054695
1125,2149.7431832849543
1126,1991.380016207727
1127,2962.8745384223967
1128,3339.627539511882
1129,16834.32947541355
1130,2613.211609198643
1131,8267.006386394523
1132,16572.326135893545
1133,6794.3077243606185
1134,2591.626271968021
1135,3497.6445809222428
1136,2959.804370973119
1137,4198.81372497184
1138,6546.1950089374495
1139,7890.978438054096
1140,9569.633223644283
1141,6833.152933781983
1142,6542.803132374616
1143,9626.114036647736
1144,4898.720917349469
1145,4395.34107098496
1146,6057.591518202807
1147,2947.555470973055
1148,2601.0478393517114
1149,2401.7699081327287
1150,7064.204196876549
1151,2600.0068271440055
1152,6114.368002568657
1153,4424.773603452397
1154,1845.2767593438416
1155,9999.878703592907
1156,8777.54469434157
1157,2995.40841126128
1158,4031.8729580787985
1159,2614.8754186788083
1160,7581.64592454961
1161,2941.797400594175
1162,8537.787115415433
1163,3619.678419946462
1164,9096.30424858304
1165,3263.88816484429
1166,2145.0363961374665
1167,7643.1460256540895
1168,5554.081318286733
1169,2967.836197185548
1170,3245.330595862507
